N,P,K,temperature,humidity,ph,rainfall,wind_speed,soil_moisture,crop_type,yield_index
14.0,5,200.0,8,14.3,4.1,273.2,13.0,50.3,muskmelon,20.1
59.0,6.0,43.0,31.5,70.7,5.91,35.1,14.7,68.1,coffee,31.0
133.0,33.0,5,44,90.5,4.25,243.7,11.7,56.8,watermelon,34.0
140,33.0,154.0,9.8,14.4,8.58,260.6,15.8,42.3,grapes,23.5
40.0,30.0,23.0,22.2,72.3,6.0,10,14.9,45.6,muskmelon,37.7
27.0,66.0,23.0,19.3,23.4,5.9,117.6,15.6,42.2,kidneybeans,97.2
26.0,54.0,24.0,29.6,84.8,6.55,52.3,12.8,35.1,mungbean,93.9
90.0,46.0,32.0,23.4,84.2,6.49,201.8,11.8,71.0,rice,98
38.0,119.0,196.0,42.4,20.3,8.37,252.1,7.6,51.7,chickpea,42.3
23.0,15.0,34.0,27.9,93.6,5.7,208.4,10.7,61.1,coconut,91.3
74.0,21.0,51.0,28.7,92.7,6.59,24.5,3.6,47.6,muskmelon,94.6
44.0,66.0,18.0,28.6,69.1,6.92,60.0,13.5,37.3,blackgram,96.9
21.0,68.0,18.0,25.1,62.3,6.82,47.4,4.0,79.8,lentil,93.7
121.0,15.0,5,41.6,92.7,3.67,276.9,11.8,43.2,muskmelon,52.7
45.0,59.0,36.0,34.6,93.9,6.53,159.5,8.9,54.2,papaya,91.4
140,12.0,5,8,96.0,8.48,282.2,12.3,62.9,jute,22.5
14.0,25.0,28.0,29.7,48.2,5.92,84.3,5.2,46.3,mango,95.9
18.0,62.0,37.0,17.2,49.7,5.98,123.2,16.0,40.2,maize,66.7
114.0,46.0,13.0,21.5,80.0,6.94,83.2,15.6,65.7,cotton,95.8
30.0,46.0,14.0,23.3,65.2,7.41,43.3,15.6,46.3,mothbeans,80.6
33.0,56.0,42.0,30.4,92.2,5.79,286.9,5.9,57.0,jute,50.5
27.0,28.0,49.0,25.2,100,6.97,53.5,12.5,64.5,pomegranate,65.9
12.0,86.0,17.0,24.8,67.8,7.0,36.1,12.8,52.5,lentil,91.6
37.0,10.0,65.0,33.9,75.1,7.72,61.6,13.5,56.5,muskmelon,35.4
28.0,66.0,26.0,28.4,40.7,6.02,153.1,8.1,63.6,pigeonpeas,88.4
19.0,45.0,14.0,28.7,84.4,6.68,54.4,15.7,42.4,mungbean,90.7
42.0,67.0,13.0,30.0,61.9,7.02,77.2,4.2,46.7,blackgram,94.9
21.0,89.0,11.0,33.4,62.2,5.69,293.0,5.5,60.5,pigeonpeas,61.2
79.0,43.0,35.0,23.1,80.3,6.57,235.2,19.9,84.2,rice,95.0
45.0,139.0,189.0,10.7,20.5,8.32,295.7,11.1,42.3,chickpea,45.7
23.0,19.0,25.0,28.0,94.5,6.23,197.5,12.1,50.5,coconut,94.6
129.0,9.0,15.0,13.7,99.6,4.0,238.2,9.6,52.5,pomegranate,30.1
16.0,27.0,31.0,31.2,53.4,6.19,90.0,13.8,24.8,mango,92.8
17.0,18.0,31.0,28.2,74.9,7.93,68.5,12.5,50.4,lentil,56.2
19.0,66.0,20.0,25.5,61.3,7.11,43.7,11.2,53.6,lentil,95.1
26.0,123.0,205,21.6,91.6,6.12,126.7,21.3,41.1,apple,93.3
24.0,29.0,24.0,23.4,14,6.9,10,14.1,45.8,kidneybeans,59.6
138.0,51.0,46.0,33.1,46.2,7.24,217.0,11.6,65.4,coffee,44.1
53.0,80.0,66.0,29.0,99.3,7.33,55.3,14.8,30.3,rice,46.9
140,37.0,8.0,9.9,19.6,4.08,50.8,7.9,18.6,maize,45.7
20.0,135.0,203.0,22.0,92.3,6.03,121.7,9.2,58.0,apple,94.6
100.0,123.0,5,10.9,14,4.34,19.5,8.7,64.6,coffee,29.4
93.0,25.0,31.0,24.4,57.3,6.88,159.6,16.0,35.6,coffee,93.9
140,97.0,72.0,32.7,61.6,7.27,102.6,19.7,49.8,banana,54.1
110.0,37.0,23.0,24.6,80.8,6.93,73.8,10.3,49.4,cotton,96.4
21.0,132.0,205,22.4,93.1,6.12,132.7,11.2,59.8,apple,90.4
99.0,48.0,21.0,28.0,80.6,7.09,76.2,17.0,60.2,cotton,93.3
34.0,79.0,18.0,23.9,96.7,7.86,10,8.0,57.6,mungbean,51.8
20.0,35.0,47.0,33.6,27.0,6.95,34.0,18.6,51.0,mango,62.4
7.0,27.0,44.0,16.1,98.7,6.12,19.7,22.0,66.2,pomegranate,58.4
52.0,8.0,5,42.7,24.9,4.04,10,16.1,72.6,mango,19.1
90.0,21.0,56.0,27.7,88.9,6.27,17.0,24.2,56.5,muskmelon,95.5
53.0,67.0,28.0,40.3,100,6.13,233.4,12.9,23.9,papaya,60.3
140,10.0,76.0,37.3,100,5.36,41.4,8.4,53.9,muskmelon,40.0
17.0,63.0,17.0,18.4,26.8,5.9,108.8,9.1,39.6,kidneybeans,91.7
36.0,145,135.0,28.7,70.1,7.31,46.6,19.9,40.6,grapes,51.2
42.0,68.0,87.0,17.4,17.2,7.4,81.2,15.4,39.6,chickpea,93.0
17.0,66.0,14.0,28.6,47.1,5.83,169.2,14.4,40.8,pigeonpeas,94.1
28.0,25.0,35.0,31.8,81.8,6.78,46.1,5.1,32.5,blackgram,62.9
1.0,145,205,17.6,80.3,6.64,230.8,9.8,42.5,apple,51.4
16.0,14.0,31.0,27.2,91.8,6.17,177.0,22.0,42.0,coconut,95.3
83.0,42.0,45.0,23.9,82.5,6.83,181.8,19.5,21.0,jute,95.2
121.0,31.0,45.0,30.1,100,6.97,14.5,13.8,67.5,watermelon,61.8
135.0,145,205,43.9,100,4.08,28.6,23.6,52.8,rice,19.9
14.0,23.0,56.0,14.5,100,5.94,93.8,5.2,48.6,pomegranate,71.4
0,5,205,10.4,14,3.93,269.7,4.3,53.0,maize,20.3
130.0,6.0,10.0,42.5,97.6,3.5,63.0,8.0,57.5,mothbeans,37.7
47.0,112.0,16.0,14.7,34.8,7.87,98.0,17.3,77.3,chickpea,64.5
123.0,22.0,31.0,12.6,19.3,8.7,293.7,15.2,52.1,maize,37.4
43.0,62.0,205,28.2,100,5.56,10,21.5,34.4,apple,50.7
77.0,31.0,29.0,25.9,61.2,6.69,196.8,15.1,52.0,coffee,95.0
27.0,127.0,200.0,24.4,82.8,6.05,63.5,14.2,72.6,grapes,98
31.0,84.0,17.0,26.6,14,4.66,209.8,23.2,56.5,kidneybeans,60.8
113.0,141.0,193.0,42.0,95.7,8.76,264.8,5.8,36.6,coffee,28.1
133.0,41.0,18.0,23.4,79.6,6.89,87.4,14.0,74.0,cotton,93.5
28.0,65.0,27.0,28.6,39.9,5.84,125.0,6.8,45.6,pigeonpeas,95.7
120.0,7.0,22.0,9.6,14,3.9,284.1,18.9,46.8,mungbean,28.8
31.0,19.0,18.0,23.6,75.7,6.54,166.1,14.1,47.3,pomegranate,58.5
13.0,13.0,26.0,28.4,94.2,6.12,182.1,11.0,46.2,coconut,89.5
26.0,24.0,38.0,30.4,50.4,5.95,128.3,13.5,51.3,mango,94.1
54.0,31.0,88.0,22.6,100,6.42,10,14.5,39.9,watermelon,39.9
140,5,5,28.6,56.8,7.66,10,9.6,56.4,cotton,44.8
36.0,19.0,39.0,12.1,98.0,3.64,240.8,9.6,32.1,grapes,22.4
24.0,21.0,29.0,26.5,95.2,5.66,202.9,6.0,60.8,coconut,94.1
140,8.0,46.0,29.3,41.2,5.98,10,12.9,56.9,coffee,35.2
23.0,73.0,18.0,19.5,20.4,5.94,106.1,9.0,33.7,kidneybeans,98
30.0,50.0,48.0,26.8,75.1,8.05,28.4,17.0,53.5,blackgram,56.7
140,5,187.0,10.6,14,8.85,21.7,13.2,49.3,pomegranate,20.2
24.0,125.0,205,40.0,15.4,8.15,274.4,9.5,49.1,pigeonpeas,29.9
20.0,129.0,175.0,23.2,92.0,6.0,111.9,2,49.3,apple,97.0
110.0,35.0,193.0,44,14,8.37,300,12.3,34.8,jute,38.5
0,20.0,12.0,36.4,23.2,8.31,226.8,11.1,62.8,mango,36.4
19.0,140.0,205,22.4,92.2,6.07,128.2,14.5,23.4,apple,92.0
43.0,6.0,12.0,31.7,100,6.64,288.2,4.0,62.5,coconut,48.1
108.0,41.0,24.0,23.3,85.9,6.91,80.1,14.4,53.3,cotton,98
20.0,23.0,40.0,20.8,89.6,5.87,98.1,9.6,28.9,pomegranate,95.3
15.0,65.0,15.0,19.1,20.3,5.65,77.4,14.0,25.8,kidneybeans,92.6
32.0,33.0,40.0,25.8,81.8,7.1,101.2,16.3,39.5,pomegranate,62.3
140,10.0,26.0,27.9,66.8,5.81,196.2,19.6,61.7,coffee,65.6
22.0,145,205,25.9,100,4.19,194.1,12.1,58.9,apple,65.1
117.0,30.0,18.0,19.9,60.0,6.6,51.2,13.0,52.0,jute,41.0
86.0,30.0,29.0,24.7,59.0,6.93,139.8,11.9,42.8,coffee,98
40.0,76.0,17.0,29.5,62.8,6.97,78.3,7.8,90,blackgram,92.8
121.0,5,205,8.1,92.9,8.18,300,11.6,41.4,coconut,33.2
37.0,6.0,8.0,22.4,72.2,6.49,96.4,15.9,50.8,mothbeans,42.7
17.0,22.0,31.0,29.0,49.8,5.86,88.0,3.1,73.8,mango,98
107.0,14.0,40.0,24.3,88.1,6.43,47.9,9.8,63.3,watermelon,96.1
126.0,24.0,31.0,23.2,33.5,7.26,10,13.1,50.6,coffee,69.8
14.0,128.0,169.0,22.8,86.6,5.93,67.5,14.0,36.2,grapes,94.6
17.0,63.0,15.0,24.4,62.6,6.81,44.2,8.4,47.2,lentil,98
73.0,6.0,17.0,42.2,86.7,8.71,10,18.5,47.6,apple,29.8
9.0,54.0,23.0,26.1,72.5,6.08,45.2,16.5,58.7,mungbean,76.9
100.0,17.0,52.0,28.5,92.8,6.15,16.5,18.8,34.2,muskmelon,92.8
21.0,44.0,16.0,27.3,55.9,6.91,56.2,2.1,40.0,mothbeans,93.8
28.0,18.0,77.0,30.4,76.8,5.78,17.8,14.4,44.9,papaya,35.7
97.0,16.0,5,8.9,14,4.47,10,2,55.3,papaya,20.0
140,24.0,34.0,33.3,75.8,7.13,53.1,13.4,60.5,muskmelon,50.4
28.0,145.0,198.0,25.7,81.8,5.73,78.0,14.0,60.2,grapes,97.0
18.0,68.0,20.0,20.0,23.0,5.97,74.2,6.8,32.1,kidneybeans,93.8
18.0,18.0,44.0,22.2,89.0,6.02,114.7,7.8,65.8,pomegranate,95.3
22.0,50.0,18.0,28.9,85.9,6.78,54.0,12.4,59.7,mungbean,93.5
82.0,43.0,24.0,22.5,61.6,6.5,78.1,11.8,50.4,maize,96.0
12.0,23.0,17.0,20.9,81.3,8.02,79.4,20.9,34.7,lentil,51.8
111.0,16.0,46.0,25.0,83.7,6.41,45.3,13.1,51.8,watermelon,96.9
88.0,43.0,38.0,24.6,83.4,6.4,215.2,14.8,40.5,rice,93.2
49.0,72.0,70.0,20.0,14.8,7.27,90.3,21.1,51.6,chickpea,95.7
140,27.0,39.0,18.3,96.1,8.03,18.2,8.7,62.5,watermelon,45.0
18.0,119.0,205,24.1,80.7,6.21,74.1,10.1,64.7,grapes,96.5
0,15.0,5,44,100,4.44,10,11.4,57.5,chickpea,24.1
94.0,39.0,46.0,27.1,100,6.8,300,15.8,33.4,rice,80.0
19.0,126.0,35.0,11.0,14.4,8.31,10,11.2,58.9,orange,29.1
139.0,5,5,43.1,97.9,3.78,26.1,17.3,68.3,papaya,33.0
2.0,15.0,8.0,29.1,71.1,6.31,51.1,18.0,28.6,orange,51.0
40.0,59.0,10.0,34.6,66.1,6.86,57.9,16.3,67.5,pigeonpeas,46.2
25.0,60.0,121.0,20.9,91.5,5.62,119.8,17.4,34.4,grapes,53.8
47.0,56.0,73.0,16.2,17.1,7.43,79.3,3.4,39.6,chickpea,97.4
13.0,31.0,64.0,27.4,27.6,5.25,155.8,7.4,53.0,mango,55.5
20.0,16.0,43.0,18.9,86.8,6.23,100.1,12.6,48.9,pomegranate,93.0
136.0,42.0,5,41.7,96.7,3.5,27.3,14.3,54.0,rice,36.9
18.0,20.0,32.0,33.6,64.2,6.17,112.0,13.2,42.5,mothbeans,53.6
101.0,26.0,36.0,26.6,59.2,6.85,117.5,12.6,71.4,coffee,90.1
123.0,5,197.0,39.1,14,3.5,10,17.8,48.8,jute,22.7
20.0,22.0,10.0,8,15.5,3.88,10.7,13.9,62.8,lentil,36.3
28.0,99.0,48.0,36.9,77.8,5.52,43.0,11.5,50.0,papaya,50.9
0,17.0,42.0,12.5,100,8.62,10,12.8,41.1,apple,25.8
29.0,54.0,135.0,26.6,94.9,7.16,22.2,16.3,47.6,grapes,51.5
63.0,33.0,26.0,39.7,100,7.38,241.7,11.1,42.2,papaya,53.5
65.0,145,205,42.7,99.0,8.47,10.1,6.6,60.2,coconut,30.8
32.0,22.0,58.0,23.8,70.4,5.19,124.4,19.2,54.1,pomegranate,60.9
53.0,15.0,24.0,28.6,67.8,7.21,32.0,5.9,66.0,watermelon,63.2
3.0,31.0,29.0,22.7,29.8,7.26,45.9,10.7,47.0,mango,48.8
22.0,91.0,28.0,23.1,35.5,4.68,230.1,15.6,65.4,pigeonpeas,62.3
61.0,109.0,28.0,35.5,69.2,6.37,138.9,12.6,38.6,blackgram,52.9
22.0,120.0,25.0,43.0,95.4,8.34,28.7,16.0,77.9,pigeonpeas,39.4
17.0,71.0,17.0,23.8,67.4,6.91,53.6,20.0,27.9,lentil,93.3
51.0,30.0,98.0,24.5,70.0,5.83,21.3,13.0,40.4,muskmelon,45.0
32.0,67.0,12.0,33.8,63.0,6.21,10,2.4,45.4,pigeonpeas,64.1
18.0,145,62.0,13.4,100,8.37,10,12.2,38.5,mango,32.8
16.0,20.0,47.0,21.6,91.3,6.2,97.4,10.5,79.5,pomegranate,94.5
20.0,47.0,18.0,26.9,56.3,6.9,62.0,7.7,22.8,mothbeans,97.2
0,5,26.0,44,100,8.23,292.0,15.0,37.4,apple,25.6
52.0,62.0,44.0,33.5,94.6,6.54,119.4,14.7,34.2,papaya,95.9
6.0,116.0,139.0,40.6,98.6,3.96,27.7,11.9,66.3,watermelon,29.8
27.0,5,188.0,10.3,15.9,8.68,30.8,21.1,27.8,blackgram,31.7
140,8.0,5,40.3,14,3.79,30.7,20.1,60.2,muskmelon,39.5
126.0,19.0,13.0,8.5,88.7,3.87,15.8,17.6,37.7,coconut,41.8
28.0,52.0,25.0,26.8,58.8,6.84,51.9,14.0,28.2,mothbeans,94.9
46.0,69.0,19.0,30.3,64.1,7.06,70.1,16.2,44.7,blackgram,91.8
25.0,145,205,41.9,100,4.27,266.3,13.1,41.3,rice,35.9
20.0,32.0,65.0,38.6,100,5.87,209.5,6.1,29.7,papaya,50.5
14.0,70.0,21.0,24.2,63.9,6.78,47.7,16.7,54.2,lentil,95.8
36.0,145,205,19.2,68.0,7.43,10,8.5,90,grapes,46.9
6.0,145,5,11.1,96.0,8.57,283.9,17.0,37.4,apple,40.7
97.0,16.0,51.0,28.4,88.9,6.31,15.1,15.2,52.0,muskmelon,89.6
39.0,54.0,25.0,21.6,94.7,6.8,85.1,15.9,48.2,mungbean,66.2
73.0,40.0,15.0,22.7,68.7,6.17,80.2,18.3,19.3,maize,93.9
20.0,29.0,26.0,30.5,49.9,5.92,79.1,15.0,43.3,mango,95.6
9.0,145,205,42.9,87.2,8.88,264.3,11.0,55.3,banana,28.9
134.0,21.0,190.0,41.1,96.3,3.5,21.6,6.8,48.9,banana,29.0
8.0,31.0,5,43.1,19.9,8.66,300,2,49.0,pomegranate,26.9
132.0,120.0,26.0,40.0,19.9,4.29,273.9,7.4,52.6,muskmelon,33.0
21.0,48.0,16.0,28.0,90.1,6.72,40.1,11.5,47.9,mungbean,93.5
31.0,14.0,77.0,32.8,100,5.63,14.0,8.9,53.7,muskmelon,55.6
0,145,192.0,38.6,99.7,8.45,300,10.4,60.0,mungbean,24.3
72.0,50.0,15.0,22.6,60.2,6.37,81.2,4.3,30.9,maize,94.7
117.0,26.0,53.0,25.6,85.6,6.63,60.0,13.1,41.3,watermelon,92.6
140,13.0,41.0,33.5,60.6,5.05,10,8.1,53.4,banana,42.5
69.0,38.0,7.0,21.7,93.0,6.35,131.8,9.1,33.0,cotton,64.3
140,145,181.0,9.3,16.2,8.42,10,8.2,49.9,cotton,31.8
140,5,5,44,16.4,8.65,27.9,2,39.0,pigeonpeas,22.2
110.0,20.0,36.0,25.8,57.5,6.65,149.0,16.5,28.7,coffee,92.5
97.0,38.0,36.0,20.2,64.9,7.55,62.4,11.8,66.3,rice,64.7
78.0,53.0,23.0,23.1,61.3,6.35,105.0,21.8,58.7,maize,94.8
26.0,83.0,31.0,19.4,21.8,5.8,103.3,12.2,52.2,kidneybeans,91.3
23.0,39.0,44.0,42.8,22.7,8.52,10,8.9,58.1,jute,41.0
35.0,23.0,38.0,32.1,80.0,7.09,71.5,6.5,58.2,coconut,41.6
21.0,5,5,42.7,100,3.77,265.6,2,35.2,orange,48.3
5.0,57.0,5,23.0,14,5.94,41.7,13.8,57.1,kidneybeans,68.2
114.0,125.0,189.0,42.9,14,3.73,258.7,15.3,22.2,kidneybeans,30.6
102.0,29.0,32.0,25.7,57.6,6.89,158.0,8.8,58.6,coffee,94.7
26.0,31.0,85.0,30.3,100,5.9,54.2,15.2,57.7,papaya,42.9
66.0,51.0,23.0,21.5,64.0,6.23,93.9,14.8,69.1,maize,94.8
112.0,44.0,41.0,19.9,65.3,7.17,66.5,7.8,59.0,jute,61.7
99.0,32.0,28.0,25.7,56.6,6.72,175.7,13.4,57.6,coffee,93.7
122.0,5,176.0,43.3,19.0,8.63,262.0,5.5,38.1,chickpea,30.7
33.0,131.0,182.0,22.7,83.2,6.05,69.5,16.3,52.7,grapes,90.0
24.0,5,12.0,8.8,15.7,4.1,35.8,7.0,35.3,banana,20.4
26.0,125.0,20.0,19.5,43.5,5.96,53.3,13.1,62.9,lentil,60.4
82.0,55.0,43.0,23.8,80.7,6.2,240.3,18.6,50.6,rice,94.8
18.0,55.0,20.0,27.6,44.0,5.9,159.8,8.4,53.6,pigeonpeas,93.1
140,5,193.0,13.1,14,8.48,10,12.6,67.0,coffee,25.4
108.0,85.0,53.0,27.3,80.8,6.2,112.8,15.7,45.0,banana,95.4
27.0,127.0,201.0,21.7,79.4,6.31,72.8,11.1,35.0,grapes,94.7
20.0,23.0,39.0,20.6,90.5,5.78,108.2,12.4,37.1,pomegranate,96.9
89.0,43.0,46.0,26.0,81.0,6.65,213.2,7.1,70.4,jute,92.8
51.0,25.0,19.0,19.7,67.4,7.99,137.4,7.9,44.4,cotton,53.2
23.0,66.0,25.0,27.9,44.6,5.9,164.3,15.1,54.5,pigeonpeas,96.6
0,137.0,8.0,39.9,91.2,8.78,13.3,5.8,43.0,coffee,23.0
17.0,16.0,29.0,27.1,93.3,6.07,210.0,14.9,43.0,coconut,92.9
26.0,121.0,205,21.2,91.9,6.11,106.6,17.3,44.0,apple,94.2
20.0,75.0,18.0,18.8,23.2,5.61,103.4,12.5,73.5,kidneybeans,94.5
81.0,63.0,28.0,32.8,67.5,7.23,91.4,11.5,54.4,cotton,68.4
21.0,129.0,202.0,24.8,85.2,6.12,61.1,15.8,56.3,grapes,95.9
17.0,74.0,10.0,29.6,95.1,5.19,131.2,14.0,56.5,jute,34.1
140,8.0,33.0,28.5,99.2,6.58,71.0,12.7,80.5,watermelon,59.5
8.0,145,160.0,8.6,14.2,4.11,252.7,9.0,14.6,apple,41.2
16.0,54.0,205,19.7,70.5,5.92,176.7,11.3,55.7,apple,60.6
137.0,18.0,5,10.8,14,4.42,277.4,11.2,57.7,orange,40.5
90.0,27.0,23.0,23.9,59.6,6.62,167.8,15.5,63.6,coffee,94.5
10.0,25.0,21.0,21.2,68.9,5.73,15.6,3.0,41.6,mungbean,48.0
140,145,5,13.4,89.0,4.59,42.2,21.4,68.5,maize,38.6
130.0,145,196.0,8,14,4.15,19.5,16.9,40.0,chickpea,34.3
81.0,50.0,38.0,24.9,78.1,6.65,183.6,13.0,47.9,jute,93.6
134.0,5,173.0,41.8,14,4.03,10,8.6,60.9,jute,19.4
110.0,5,205,44,14,3.97,44.2,17.3,41.1,mungbean,32.7
40.0,66.0,85.0,19.0,18.1,7.38,85.0,10.1,81.9,chickpea,97.2
104.0,139.0,7.0,10.4,19.4,8.18,300,15.7,39.8,grapes,34.0
140.0,117.0,179.0,12.0,99.8,3.5,10,11.5,49.2,papaya,25.9
114.0,5,6.0,44,14.1,8.99,10,14.1,39.9,apple,17.6
18.0,27.0,10.0,29.3,100,6.71,49.5,13.6,66.3,orange,60.8
4.0,5,205,40.4,100,4.07,286.8,13.7,44.7,mothbeans,21.2
21.0,47.0,21.0,27.4,87.1,6.43,52.5,13.4,51.9,mungbean,90.8
21.0,81.0,205,29.1,78.5,5.55,199.9,6.1,35.7,apple,56.3
112.0,55.0,18.0,23.6,75.0,6.6,82.4,16.8,68.8,cotton,97.0
118.0,60.0,34.0,26.3,91.9,6.6,75.5,9.5,45.1,rice,78.1
0,105.0,5,42.3,94.5,7.87,270.8,3.8,56.5,blackgram,30.2
19.0,5,185.0,8,17.7,4.01,10,12.1,22.3,maize,23.1
80.0,53.0,41.0,24.5,79.6,6.72,162.4,7.9,62.9,jute,97.9
35.0,145,205,18.5,100,5.8,174.6,12.4,59.1,apple,68.1
96.0,65.0,53.0,27.4,81.2,6.11,100.8,3.3,59.0,banana,93.7
140,5,48.0,8,14,4.32,300,10.8,45.5,cotton,28.8
41.0,76.0,21.0,30.0,33.7,5.52,240.3,12.0,29.1,pigeonpeas,64.3
3.0,53.0,205,19.9,81.6,7.27,228.5,8.5,18.9,apple,38.0
20.0,36.0,30.0,30.5,49.7,6.13,87.8,14.3,59.4,mango,94.7
21.0,69.0,5,19.5,25.9,7.79,12.0,5.2,48.8,mothbeans,44.0
29.0,43.0,17.0,34.3,100,7.24,22.8,10.1,61.2,mungbean,72.0
36.0,138.0,205,8.5,17.3,8.7,265.2,12.5,45.7,cotton,17.2
94.0,73.0,56.0,27.1,80.9,6.21,119.2,19.3,62.5,banana,92.1
19.0,65.0,13.0,27.1,51.1,5.82,136.9,16.1,32.3,pigeonpeas,98
28.0,124.0,44.0,22.6,33.1,6.53,109.1,9.7,51.6,chickpea,58.0
11.0,145,14.0,10.4,100,8.16,60.8,12.3,52.9,watermelon,33.0
120.0,38.0,18.0,23.9,81.4,6.96,97.3,14.4,28.2,cotton,94.8
109.0,99.0,64.0,17.2,97.2,5.75,116.6,11.0,58.6,rice,53.0
76.0,50.0,37.0,25.2,82.2,6.86,171.0,15.6,53.7,jute,97.1
103.0,20.0,48.0,25.9,81.7,6.54,60.2,9.3,22.2,watermelon,97.8
26.0,144.0,205,9.4,14,3.85,269.3,15.8,57.5,muskmelon,24.1
71.0,52.0,28.0,23.5,82.8,6.7,237.2,17.0,44.0,rice,93.3
43.0,42.0,139.0,24.0,36.9,6.26,30.6,9.4,34.6,chickpea,52.1
112.0,145,14.0,42.3,17.8,4.03,10,5.0,83.5,jute,23.2
0,12.0,150.0,11.3,100,3.74,274.9,6.7,60.7,rice,32.4
140,15.0,75.0,37.6,79.3,5.17,41.7,9.6,20.7,muskmelon,42.0
18.0,70.0,205,16.5,100,5.42,83.2,16.7,41.4,apple,68.9
21.0,55.0,18.0,28.8,56.8,6.77,52.5,15.2,56.5,mothbeans,93.2
140,28.0,69.0,15.9,97.4,7.45,42.0,4.2,42.2,rice,41.5
85.0,85.0,55.0,27.4,81.2,6.01,126.9,13.3,77.0,banana,95.6
111.0,5,33.0,17.6,65.8,7.03,126.9,13.5,53.2,rice,61.5
0,39.0,58.0,37.1,63.5,7.16,156.6,2,53.4,mango,38.2
105.0,96.0,190.0,8.3,93.4,4.16,255.2,13.7,62.7,mungbean,28.2
0,145,5,44,99.1,7.98,29.7,3.8,57.3,rice,25.7
118.0,137.0,8.0,41.0,14,9.04,274.3,7.3,36.2,watermelon,33.2
24.0,129.0,204.0,23.0,92.5,6.26,106.8,15.7,31.0,apple,92.5
10.0,47.0,26.0,33.9,59.2,6.08,104.2,12.6,65.4,mothbeans,65.8
22.0,16.0,25.0,27.9,91.1,6.11,176.6,17.6,62.6,coconut,97.1
23.0,68.0,27.0,27.4,44.5,5.85,161.2,8.8,27.1,pigeonpeas,95.0
26.0,30.0,32.0,31.7,49.3,6.01,106.3,16.8,31.0,mango,95.1
132.0,29.0,45.0,21.2,67.2,7.32,10.2,12.3,69.7,watermelon,56.0
75.0,50.0,40.0,25.4,78.7,6.54,230.6,11.5,78.5,rice,95.0
18.0,76.0,20.0,24.2,69.4,6.87,51.9,2.9,33.4,lentil,93.6
25.0,45.0,18.0,29.5,57.0,6.99,44.0,10.5,45.0,mothbeans,95.6
11.0,5,22.0,10.2,100,8.66,34.9,13.5,54.5,rice,27.9
36.0,71.0,31.0,24.8,74.4,6.23,98.5,8.0,54.0,mothbeans,47.9
24.0,132.0,205,20.5,92.2,6.11,130.0,8.6,47.3,apple,93.6
35.0,26.0,27.0,30.5,79.2,6.55,87.9,11.8,35.2,coconut,53.2
83.0,43.0,34.0,22.2,82.6,6.47,253.4,16.0,47.1,rice,97.7
36.0,67.0,28.0,32.8,94.2,7.77,299.5,10.8,50.2,jute,38.8
44.0,114.0,13.0,18.9,42.3,7.86,10,7.4,24.5,lentil,37.7
140,27.0,19.0,24.0,94.7,6.06,80.5,11.3,55.1,banana,52.6
132.0,40.0,5,11.9,17.6,3.74,43.0,16.2,30.6,papaya,27.5
11.0,15.0,38.0,20.1,90.7,5.86,80.8,7.9,38.0,pomegranate,96.2
23.0,26.0,31.0,30.7,51.1,5.79,97.8,12.0,57.0,mango,95.4
33.0,145,117.0,17.2,91.5,5.07,51.8,2,49.0,grapes,57.0
71.0,61.0,64.0,30.1,100,7.23,222.0,15.4,54.3,papaya,70.4
140,12.0,5,8,90.0,8.46,276.2,12.5,61.0,blackgram,21.9
38.0,92.0,10.0,24.7,86.7,8.15,13.6,7.0,43.5,blackgram,50.3
128.0,48.0,23.0,23.6,75.8,6.72,68.7,16.9,34.3,cotton,93.8
22.0,13.0,41.0,17.1,100,6.14,29.1,8.6,50.1,pomegranate,75.3
29.0,22.0,48.0,29.2,95.9,5.54,75.1,9.2,59.7,rice,58.5
38.0,86.0,49.0,36.9,100,7.74,81.4,8.9,45.8,papaya,68.7
38.0,6.0,38.0,39.8,14.5,4.25,294.4,16.3,55.3,pomegranate,31.5
18.0,64.0,25.0,27.6,49.7,5.94,128.7,14.5,48.6,pigeonpeas,95.7
65.0,51.0,22.0,20.8,96.9,6.31,53.6,3.9,31.1,banana,50.1
26.0,64.0,20.0,23.8,60.7,7.17,60.7,17.9,59.1,mothbeans,84.0
140,116.0,184.0,10.7,99.7,8.88,18.1,2,22.2,apple,45.7
16.0,16.0,49.0,24.4,28.8,7.34,150.7,12.8,72.8,mango,46.2
82.0,49.0,16.0,22.9,64.1,6.33,91.8,15.6,45.2,maize,96.5
79.0,38.0,35.0,23.4,77.9,6.77,180.1,15.4,53.1,jute,94.1
68.0,43.0,35.0,25.1,76.9,6.94,195.0,3.0,30.4,jute,94.0
20.0,46.0,31.0,31.7,79.8,7.23,63.5,14.0,59.8,lentil,62.8
20.0,50.0,27.0,28.6,86.5,6.67,49.7,8.1,68.8,mungbean,93.8
12.0,81.0,20.0,22.2,23.0,6.01,122.2,16.1,53.8,kidneybeans,95.4
140,5,181.0,8.6,100,8.89,10,11.9,50.2,rice,25.0
102.0,32.0,28.0,26.0,58.9,6.77,139.7,15.8,59.3,coffee,92.0
0,135.0,5,38.8,14.8,4.01,300,14.7,38.0,cotton,22.3
17.0,58.0,22.0,22.6,72.1,6.94,43.0,2,77.9,lentil,95.2
12.0,16.0,46.0,21.4,88.5,6.38,115.9,20.7,62.9,pomegranate,97.9
